"species","clade","class","order","family","chromnum.1n","chromnum.est","chromnum.source","chromnum.database","est.gnsz.Mbp","est.gnsz.source","est.gnsz.db","asmblysize.Mbp","genedens","beta","pval.beta","rsq","cv","weightcv","repcontent.Mbp","repcontent.pctcvrg","k2p.mean","k2p.median","name","size.Mbp","genecount"
"Ailuropoda melanoleuca","Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,11.3146790728572,7.48836619203553,3.96770069221278e-05,0.597725010616401,0.332793889885703,0.305558315637728,746.129205,30.5282605848653,18.7027212719813,19.4453585517341,"17",42.246006,478
"Ailuropoda melanoleuca","Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,7.4105223456376,7.48836619203553,3.96770069221278e-05,0.597725010616401,0.332793889885703,0.305558315637728,746.129205,30.5282605848653,18.7027212719813,19.4453585517341,"3",147.62792,1094
"Ailuropoda melanoleuca","Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,15.1080671834728,7.48836619203553,3.96770069221278e-05,0.597725010616401,0.332793889885703,0.305558315637728,746.129205,30.5282605848653,18.7027212719813,19.4453585517341,"16",91.341929,1380
"Ailuropoda melanoleuca","Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,15.9745639084655,7.48836619203553,3.96770069221278e-05,0.597725010616401,0.332793889885703,0.305558315637728,746.129205,30.5282605848653,18.7027212719813,19.4453585517341,"13",92.459488,1477
"Ailuropoda melanoleuca","Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,7.40182912408745,7.48836619203553,3.96770069221278e-05,0.597725010616401,0.332793889885703,0.305558315637728,746.129205,30.5282605848653,18.7027212719813,19.4453585517341,"11",110.513224,818
"Ailuropoda melanoleuca","Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,11.0844198138367,7.48836619203553,3.96770069221278e-05,0.597725010616401,0.332793889885703,0.305558315637728,746.129205,30.5282605848653,18.7027212719813,19.4453585517341,"20",30.944335,343
"Ailuropoda melanoleuca","Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,8.71052781569262,7.48836619203553,3.96770069221278e-05,0.597725010616401,0.332793889885703,0.305558315637728,746.129205,30.5282605848653,18.7027212719813,19.4453585517341,"5",130.990914,1141
"Ailuropoda melanoleuca","Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,6.9824510366712,7.48836619203553,3.96770069221278e-05,0.597725010616401,0.332793889885703,0.305558315637728,746.129205,30.5282605848653,18.7027212719813,19.4453585517341,"9",103.688518,724
"Ailuropoda melanoleuca","Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,8.41589570803727,7.48836619203553,3.96770069221278e-05,0.597725010616401,0.332793889885703,0.305558315637728,746.129205,30.5282605848653,18.7027212719813,19.4453585517341,"15",91.612352,771
"Ailuropoda melanoleuca","Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,6.00659030498029,7.48836619203553,3.96770069221278e-05,0.597725010616401,0.332793889885703,0.305558315637728,746.129205,30.5282605848653,18.7027212719813,19.4453585517341,"18",38.124791,229
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,4.19087188935472,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000011.1",25.53168,107
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,8.42036718414501,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000022.1",14.25116,120
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,14.0479878423498,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000012.1",23.775647,334
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,11.5011008475003,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000006.1",35.909606,413
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,9.9075006675674,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000005.1",37.850111,375
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,5.49561989396298,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000019.1",15.466863,85
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,17.7224680800364,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000013.1",22.795922,404
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,10.4031796348766,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000016.1",17.014029,177
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,13.2957293194586,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000007.1",29.257515,389
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,25.8926916795264,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000026.1",11.54766,299
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,18.8072370425567,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000014.1",22.544513,424
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,9.71516324395969,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000009.1",27.894539,271
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,8.95829070641525,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000004.1",43.311834,388
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,10.6915665549626,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000010.1",25.534144,273
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,30.8267562677617,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000023.1",13.267695,409
"Amazona collaria","Sauria","Aves","Psittaciformes","Psittacidae",35,NA,"de Oliveira Furo, I., Kretschmer, R., dos Santos, M. S., de Lima Carvalho, C. A., Gunski, R. J., O�Brien, P. C. M., Ferguson-Smith, M. A., Cioffi, M. B., & de Oliveira, E. H. C. (2017). Chromosomal Mapping of Repetitive DNAs in Myiopsitta monachus and Amazona aestiva (Psittaciformes, Psittacidae) with Emphasis on the Sex Chromosomes. Cytogenetic and Genome Research, 151(3), 151�160. https://doi.org/10.1159/000464458","",1496.34,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","",1258.720284,7.85599041140661,7.68080594151649,6.14061468703724e-06,0.499546219937218,0.534315066553486,0.487174793992657,166.336982,13.2147693267808,10.2859951793522,7.51615045654246,"RQIO01000027.1",11.201643,88
